id,name,now_cost,position,team,cost_change_start_fall,creativity,status,form_rank,expected_assists_per_90,goals_scored,region,selected_rank,threat_rank_type,creativity_rank,direct_freekicks_order,assists,expected_goal_involvements,cost_change_event,web_name,form_rank_type,clean_sheets,penalties_missed,ict_index_rank_type,cost_change_start,value_season,can_select,expected_goals_conceded_per_90,clean_sheets_per_90,event_points,goals_conceded,form,cost_change_event_fall,transfers_out,threat_rank,points_per_game,value_form,minutes,ict_index_rank,chance_of_playing_next_round,red_cards,expected_assists,points_per_game_rank_type,influence_rank_type,now_cost_rank,creativity_rank_type,ep_next,dreamteam_count,yellow_cards,in_dreamteam,saves,penalties_order,bps,selected_rank_type,ep_this,saves_per_90,news_added,expected_goals,transfers_out_event,threat,news,ict_index,influence,transfers_in,expected_goals_conceded,points_per_game_rank,bonus,now_cost_rank_type,penalties_saved,starts_per_90,team_join_date,expected_goals_per_90,influence_rank,starts,own_goals,goals_conceded_per_90,total_points,transfers_in_event,chance_of_playing_this_round,corners_and_indirect_freekicks_order,expected_goal_involvements_per_90,selected_by_percent
596,João Pedro Ferreira Silva,59,MID,Nott'm Forest,1,154.3,a,278,0.25,0,173.0,425,106,166,,2,2.61,0,Jota Silva,141,1,0,123,-1,4.7,True,1.27,0.15,1,11,1.0,0,22209,171,1.3,0.2,611,240,100.0,0,1.72,181,151,85,111,1.0,0,3,False,0,,117,150,1.5,0.0,2024-11-01T10:30:06.942890Z,0.89,281,121.0,,37.3,96.6,15182,8.63,378,0,55,0,0.44,2024-08-01,0.13,325,3,0,1.62,28,199,100.0,,0.38,0.1
620,Ramón Sosa,55,MID,Nott'm Forest,0,87.7,a,277,0.12,1,168.0,520,133,237,,0,1.32,0,Sosa,140,1,0,155,0,3.6,True,0.78,0.41,1,3,1.0,0,5420,237,1.5,0.2,218,307,,0,0.30,161,165,119,150,1.0,0,0,False,0,,78,200,1.5,0.0,,1.02,125,75.0,,23.7,75.2,5660,1.90,349,0,73,0,0.41,2024-08-16,0.42,352,1,0,1.24,20,96,,,0.54,0.0
653,Felipe Rodrigues da Silva,45,DEF,Nott'm Forest,0,3.5,a,129,0.0,0,30.0,452,242,429,,0,0.01,0,Morato,40,2,0,125,0,6.0,True,1.02,0.44,1,2,2.4,0,6016,615,1.8,0.5,409,372,,0,0.01,98,110,404,152,2.4,0,0,False,0,,100,161,2.9,0.0,,0.00,499,0.0,,11.4,110.0,11541,4.62,295,2,74,0,0.44,2024-08-30,0.0,304,2,0,0.44,27,356,,,0.0,0.1
706,Zach Abbott,40,DEF,Nott'm Forest,0,0.0,a,479,0.0,0,241.0,643,202,545,,0,0.00,0,Abbott,185,0,0,213,0,0.0,True,0.0,0.0,0,0,0.0,0,809,513,0.0,0.0,0,563,,0,0.00,213,213,676,211,0.0,0,0,False,0,,0,221,0.5,0.0,,0.00,81,0.0,,0.0,0.0,1736,0.00,571,0,207,0,0.0,2022-08-22,0.0,563,0,0,0.0,0,156,,,0.0,0.0
721,Wayne Hennessey,40,GKP,Nott'm Forest,0,0.0,a,425,0.0,0,244.0,679,16,494,,0,0.00,0,Hennessey,42,0,0,53,0,0.0,True,0.0,0.0,0,0,0.0,0,164,457,0.0,0.0,0,517,,0,0.00,53,53,608,29,0.0,0,0,False,0,,0,72,0.5,0.0,,0.00,50,0.0,,0.0,0.0,625,0.00,525,0,44,0,0.0,2025-01-13,0.0,517,0,0,0.0,0,182,,,0.0,0.0
14,Aaron Ramsdale,44,GKP,Southampton,1,0.0,a,170,0.0,0,241.0,182,55,586,,0,0.02,0,Ramsdale,15,2,0,13,-1,10.5,True,2.33,0.13,1,33,2.0,0,269860,565,3.1,0.5,1350,213,100.0,0,0.02,15,13,500,63,1.5,2,1,False,62,,161,26,1.5,4.13,2024-11-12T14:30:07.315514Z,0.00,2497,0.0,,45.2,451.6,288300,34.92,113,5,21,0,1.0,2024-08-30,0.0,47,15,0,2.2,46,1225,100.0,,0.0,1.3
27,Cameron Archer,50,FWD,Southampton,0,57.7,a,326,0.05,2,241.0,159,24,286,,0,4.90,0,Archer,37,1,1,28,0,7.8,True,2.49,0.09,1,24,0.6,0,494395,70,1.9,0.1,1006,222,,0,0.52,31,30,212,32,0.1,1,0,False,0,2.0,103,24,0.1,0.0,,4.38,5623,268.0,,42.1,95.6,514589,27.87,279,4,47,0,0.89,2024-08-16,0.39,327,10,0,2.15,39,2022,,,0.44,1.6
188,Lesley Ugochukwu,44,MID,Southampton,1,80.7,a,171,0.03,0,73.0,320,176,250,,1,0.48,0,Ugochukwu,79,0,0,160,-1,3.6,True,2.66,0.0,3,16,2.0,0,59392,329,1.3,0.5,583,325,100.0,0,0.17,173,141,522,156,1.5,0,3,False,0,,66,101,1.5,0.0,2024-11-30T01:00:07.716140Z,0.31,571,23.0,,21.2,109.4,50121,17.23,368,0,309,0,0.77,2024-08-16,0.05,307,5,0,2.47,16,1447,100.0,,0.08,0.3
397,Ryan Fraser,48,MID,Southampton,2,26.5,a,650,0.03,0,243.0,589,194,344,,0,0.12,0,Fraser,279,0,0,198,-2,1.2,True,3.03,0.0,0,12,0.0,0,4434,365,0.9,0.0,301,406,100.0,1,0.10,227,180,287,192,-0.5,0,0,False,0,,28,241,-0.5,0.0,2024-11-01T16:30:08.020367Z,0.02,25,13.0,,6.7,35.8,2290,10.12,479,0,187,0,1.2,2024-08-30,0.01,397,4,0,3.59,6,16,100.0,,0.04,0.0
450,Carlos Alcaraz Durán,49,MID,Southampton,1,15.9,u,676,0.3,0,,615,186,378,,0,0.10,0,Alcaraz,295,0,0,205,-1,0.2,False,0.0,0.0,0,0,0.0,0,10035,346,1.0,0.0,9,433,0.0,0,0.03,218,216,279,207,0.0,0,0,False,0,,4,260,0.0,0.0,2024-08-30T09:48:28.633540Z,0.07,7,19.0,Permanent transfer to Flamengo,4.3,8.4,1072,0.00,462,0,182,0,0.0,,0.7,461,0,0,0.0,1,0,0.0,,1.0,0.0
451,Samuel Amo-Ameyaw,44,MID,Southampton,1,16.1,a,540,0.45,0,241.0,430,207,377,,0,0.15,0,Amo-Ameyaw,200,0,0,213,-1,0.2,True,3.84,0.0,0,0,0.0,0,25197,393,0.5,0.0,26,448,,0,0.13,234,221,521,206,-0.5,0,1,False,0,,1,152,-0.5,0.0,,0.02,286,6.0,,2.6,4.0,23590,1.11,503,0,308,0,0.0,2023-05-27,0.07,475,0,0,0.0,1,137,,,0.52,0.1
452,Joe Aribo,49,MID,Southampton,1,233.7,a,200,0.08,2,157.0,503,70,109,,0,3.37,0,Aribo,93,1,0,75,-1,9.2,True,2.66,0.07,1,33,1.6,0,15610,106,2.1,0.3,1283,123,,0,1.10,107,73,250,80,1.1,0,1,False,0,,243,190,1.1,0.0,,2.27,149,196.0,,67.6,244.6,13922,37.87,250,3,159,0,0.91,2022-07-09,0.16,182,13,0,2.31,45,155,,,0.24,0.1
453,Adam Armstrong,51,FWD,Southampton,4,143.0,a,175,0.04,2,241.0,199,26,179,,3,3.79,0,Armstrong,25,2,1,24,-4,8.6,True,2.36,0.15,1,32,2.0,0,318202,78,2.3,0.4,1187,171,,0,0.56,28,26,175,22,1.5,0,4,False,0,1.0,142,33,1.5,0.0,,3.23,5282,254.0,,55.1,153.8,257948,31.17,222,2,43,0,1.06,2021-08-10,0.24,260,14,0,2.43,44,3792,,,0.28,1.1
454,Gavin Bazunu,43,GKP,Southampton,2,0.0,d,518,0.0,0,104.0,458,53,580,,0,0.00,0,Bazunu,70,0,0,74,-2,0.0,True,0.0,0.0,0,0,0.0,0,24825,556,0.0,0.0,0,589,75.0,0,0.00,74,74,572,62,-0.4,0,0,False,0,,0,65,-0.4,0.0,2024-08-23T09:30:06.171400Z,0.00,46,0.0,Lack of match fitness - 75% chance of playing,0.0,0.0,2537,0.00,597,0,33,0,0.0,2022-06-17,0.0,589,0,0,0.0,0,46,75.0,,0.0,0.1
455,Jan Bednarek,40,DEF,Southampton,0,62.2,a,145,0.04,1,172.0,120,86,279,,0,1.15,0,Bednarek,43,2,0,40,0,9.0,True,2.19,0.11,7,38,2.2,0,391515,279,2.0,0.6,1602,153,100.0,0,0.78,84,10,616,77,1.7,0,4,False,0,,172,46,1.7,0.0,2024-12-06T15:30:08.306281Z,0.37,3776,43.0,,58.4,480.4,503121,39.05,256,2,162,0,1.01,2023-01-23,0.02,35,18,0,2.13,36,8683,100.0,,0.06,2.5
456,Armel Bella-Kotchap,39,DEF,Southampton,1,0.0,a,414,0.0,0,80.0,264,158,485,,0,0.00,0,Bella-Kotchap,141,0,0,178,-1,0.0,True,0.0,0.0,0,0,0.0,0,47959,445,0.0,0.0,0,509,,0,0.00,178,178,721,175,-0.5,0,0,False,0,,0,99,-0.5,0.0,,0.00,672,0.0,,0.0,0.0,55222,0.00,517,0,241,0,0.0,2022-06-21,0.0,509,0,0,0.0,0,391,,,0.0,0.5
457,James Bree,39,DEF,Southampton,1,100.8,a,260,0.07,0,241.0,288,99,219,,0,0.41,0,Bree,77,0,0,100,-1,2.1,True,2.92,0.0,1,14,1.0,0,29955,305,0.9,0.3,484,312,100.0,0,0.37,160,113,711,55,0.5,0,0,False,0,,42,109,0.5,0.0,2024-12-19T04:30:08.224477Z,0.04,726,31.0,,22.9,98.6,45662,15.69,476,0,235,0,1.12,2023-01-26,0.01,319,6,0,2.6,8,1435,100.0,,0.08,0.4
458,Shea Charles,45,MID,Southampton,0,0.0,u,578,0.0,0,,587,254,626,,0,0.00,0,Charles,225,0,0,258,0,0.0,False,0.0,0.0,0,0,0.0,0,7579,608,0.0,0.0,0,630,0.0,0,0.00,262,258,394,262,0.0,0,0,False,0,,0,240,0.0,0.0,2024-08-29T11:10:39.600629Z,0.00,12,0.0,Has joined Sheffield Wednesday on a season-long loan,0.0,0.0,1091,0.00,638,0,244,0,0.0,,0.0,630,0,0,0.0,0,0,0.0,,0.0,0.0
459,Samuel Edozie,49,MID,Southampton,1,19.0,u,673,0.21,0,,661,180,367,,0,0.15,0,Edozie,293,0,0,203,-1,0.2,False,0.44,0.0,0,0,0.0,0,2632,335,0.5,0.0,64,428,0.0,0,0.15,236,211,276,200,0.0,0,1,False,0,,6,286,0.0,0.0,2024-09-10T11:28:17.403794Z,0.00,4,22.0,Loaned to Anderlecht,5.1,9.8,463,0.31,505,0,180,0,0.0,,0.0,454,0,0,0.0,1,0,0.0,,0.21,0.0
460,Ronnie Edwards,39,DEF,Southampton,1,0.1,u,416,0.0,0,241.0,308,159,470,,0,0.00,0,Edwards,142,0,0,170,-1,0.3,False,2.4,0.0,0,1,0.0,0,35443,447,1.0,0.0,12,487,0.0,0,0.00,131,164,723,173,0.0,0,0,False,0,,-1,117,0.0,0.0,2025-01-06T22:34:19.628107Z,0.00,764,0.0,Season-long loan to QPR,0.5,5.0,41084,0.32,402,0,242,0,0.0,2024-07-03,0.0,469,0,0,7.5,1,0,0.0,,0.0,0.3
461,Taylor Harwood-Bellis,41,DEF,Southampton,-1,150.2,a,301,0.02,1,241.0,49,22,169,,0,1.74,0,Harwood-Bellis,95,2,0,22,1,9.0,True,2.23,0.1,1,41,0.6,0,1001039,150,1.8,0.1,1759,105,100.0,0,0.42,94,12,604,36,0.1,0,7,False,0,,169,14,0.1,0.0,2024-11-30T01:00:08.130168Z,1.32,12359,139.0,,75.8,466.6,795471,43.52,290,2,156,0,1.02,2024-07-01,0.07,41,20,0,2.1,37,2901,100.0,,0.09,7.4
462,Kamaldeen Sulemana,50,MID,Southampton,0,31.1,a,252,0.06,0,81.0,638,147,331,,0,0.51,0,Kamaldeen,126,0,0,180,0,2.4,True,3.31,0.0,1,10,1.2,0,1448,267,1.1,0.2,278,374,100.0,0,0.17,192,189,224,186,0.7,0,0,False,0,,36,271,0.7,0.0,2024-08-05T15:00:04.500770Z,0.34,88,53.0,,11.2,29.4,1653,10.21,397,0,140,0,0.97,2023-01-31,0.11,409,3,0,3.24,12,152,100.0,,0.17,0.0
463,Adam Lallana,50,MID,Southampton,0,81.9,a,323,0.13,0,241.0,584,183,247,,2,0.63,0,Lallana,160,0,0,168,0,2.8,True,1.89,0.0,0,7,0.6,0,5912,340,1.3,0.1,322,340,100.0,0,0.48,177,163,187,153,0.1,0,4,False,0,,67,238,0.1,0.0,2024-11-25T09:30:07.787290Z,0.15,46,21.0,,18.0,77.6,3376,6.76,373,1,116,0,1.4,2024-06-14,0.04,350,5,0,1.96,14,20,100.0,,0.17,0.0
464,Juan Larios López,39,DEF,Southampton,1,0.0,i,418,0.0,0,200.0,499,160,488,,0,0.00,-1,Larios,144,0,0,179,-1,0.0,True,0.0,0.0,0,0,0.0,1,8220,449,0.0,0.0,0,511,0.0,0,0.00,179,179,726,176,0.0,0,0,False,0,,0,181,0.0,0.0,2024-11-29T12:00:07.896449Z,0.00,57,0.0,Unknown - Unknown return date,0.0,0.0,3240,0.00,519,0,244,0,0.0,2022-09-01,0.0,511,0,0,0.0,0,37,0.0,,0.0,0.1
465,Mateusz Lis,40,GKP,Southampton,0,0.0,u,437,0.0,0,,469,21,504,,0,0.00,0,Lis,47,0,0,57,0,0.0,False,0.0,0.0,0,0,0.0,0,18374,468,0.0,0.0,0,526,0.0,0,0.00,57,57,623,34,0.0,0,0,False,0,,0,66,0.0,0.0,2024-08-23T12:38:57.742902Z,0.00,58,0.0,Transferred to Göztepe,0.0,0.0,888,0.00,534,0,49,0,0.0,,0.0,526,0,0,0.0,0,0,0.0,,0.0,0.1
466,Joe Lumley,40,GKP,Southampton,0,0.0,a,430,0.0,0,241.0,243,19,498,,0,0.00,0,Lumley,45,0,0,31,0,2.0,True,3.13,0.0,0,7,0.0,0,47359,461,2.7,0.0,270,384,,0,0.00,26,31,614,32,-0.5,0,0,False,13,,22,37,-0.5,4.33,,0.00,1111,0.0,,10.2,102.2,78504,9.40,158,0,47,0,1.0,2023-08-07,0.0,314,3,0,2.33,8,352,,,0.0,0.6
467,Ryan Manning,43,DEF,Southampton,2,210.1,a,304,0.2,0,104.0,504,83,124,,1,1.68,0,Manning,97,0,0,72,-2,3.5,True,2.69,0.0,1,18,0.6,0,7004,271,1.2,0.1,701,234,,0,1.54,124,102,561,26,0.1,0,1,False,0,,65,182,0.1,0.0,,0.14,49,47.0,,39.7,141.2,2931,20.92,380,0,125,0,1.16,2023-07-12,0.02,275,9,0,2.31,15,43,,1.0,0.22,0.1
468,Sékou Mara,50,FWD,Southampton,0,0.0,u,690,0.0,0,,586,73,710,,0,0.00,0,Mara,67,0,0,73,0,0.0,False,0.0,0.0,0,0,0.0,0,8243,704,0.0,0.0,0,711,0.0,0,0.00,74,73,220,73,0.0,0,0,False,0,,0,73,0.0,0.0,2024-08-26T10:17:11.280625Z,0.00,13,0.0,Transferred to Strasbourg,0.0,0.0,782,0.00,713,0,49,0,0.0,,0.0,711,0,0,0.0,0,0,0.0,,0.0,0.0
469,Alex McCarthy,43,GKP,Southampton,2,0.0,a,509,0.0,0,241.0,411,46,575,,0,0.00,0,McCarthy,66,0,0,29,-2,2.3,True,2.07,0.0,0,10,0.0,0,25249,546,2.5,0.0,360,366,,0,0.00,30,28,542,57,-0.5,0,0,False,19,,25,60,-0.5,4.75,,0.00,108,0.0,,12.7,126.6,16927,8.29,183,0,26,0,1.0,2016-08-01,0.0,290,4,0,2.5,10,40,,,0.0,0.1
470,Paul Onuachu,49,FWD,Southampton,1,38.9,a,152,0.02,1,157.0,328,31,314,,0,1.32,0,Onuachu,18,0,0,34,-1,3.5,True,2.56,0.0,5,10,2.2,0,38567,114,1.4,0.4,358,287,100.0,0,0.06,39,36,244,35,1.7,0,1,False,0,,50,53,1.7,0.0,2024-11-25T09:30:07.798801Z,1.26,855,186.0,,28.1,57.6,45547,10.20,359,0,53,0,1.01,2023-01-31,0.32,366,4,0,2.51,17,2383,100.0,,0.34,0.2
471,Will Smallbone,50,MID,Southampton,0,58.6,a,354,0.18,0,104.0,611,164,284,1.0,0,0.85,0,Smallbone,173,0,0,179,0,1.6,True,2.24,0.0,1,8,0.4,0,6214,304,1.3,0.1,271,373,100.0,0,0.54,178,192,203,174,-0.1,0,0,False,0,,37,258,-0.1,0.0,2024-10-20T11:00:06.361543Z,0.31,18,32.0,,11.3,23.6,1971,6.75,374,0,126,0,1.0,2019-07-22,0.1,415,3,0,2.66,8,14,100.0,2.0,0.28,0.0
472,Jack Stephens,40,DEF,Southampton,0,51.5,i,427,0.02,0,241.0,270,119,299,,0,0.48,0,Stephens,148,1,0,112,0,2.5,True,2.17,0.11,0,20,0.0,0,117363,353,1.0,0.0,793,335,0.0,2,0.20,135,106,610,88,0.0,0,2,False,0,,39,101,0.0,0.0,2024-12-27T02:00:09.866125Z,0.28,1042,17.0,Knock - Expected back 01 Feb,19.6,127.2,118970,19.16,407,2,158,0,1.13,2011-07-01,0.03,289,10,0,2.27,10,27,0.0,,0.05,0.4
473,Ross Stewart,44,FWD,Southampton,1,6.7,i,531,0.01,0,243.0,127,46,419,,0,0.19,0,Stewart,45,0,0,47,-1,0.7,True,1.77,0.0,0,2,0.0,0,587977,377,0.8,0.0,130,458,0.0,0,0.02,51,44,504,46,0.0,0,1,False,0,,5,19,0.0,0.0,2024-10-05T18:00:07.268831Z,0.17,8937,9.0,Muscle injury - Unknown return date,2.1,5.8,741391,2.56,488,0,80,0,0.69,2023-09-01,0.12,465,1,0,1.38,3,9945,0.0,,0.13,2.2
474,Sugawara Yukinari,43,DEF,Southampton,2,249.3,a,342,0.14,1,108.0,387,63,99,2.0,1,2.17,0,Sugawara,112,2,0,47,-2,8.1,True,2.36,0.16,0,30,0.4,0,38333,228,1.8,0.1,1121,161,100.0,0,1.80,97,70,563,19,-0.1,1,3,False,0,,115,138,-0.1,0.0,2024-10-20T11:00:06.390070Z,0.37,235,77.0,,56.5,240.2,32227,29.39,293,0,126,0,1.04,2024-07-14,0.03,185,13,0,2.41,35,111,100.0,,0.17,0.2
475,Charlie Taylor,39,DEF,Southampton,1,26.5,a,729,0.03,0,241.0,83,148,343,,0,0.10,0,Taylor,247,0,0,128,-1,1.3,True,2.6,0.0,0,10,-0.2,0,477749,418,0.7,-0.1,263,383,,0,0.10,168,125,703,112,-0.7,0,1,False,0,,16,28,-0.7,0.0,,0.00,6331,2.0,,10.2,72.6,401298,7.61,493,0,229,0,0.68,2024-07-01,0.0,353,2,0,3.42,5,1713,,,0.03,4.4
476,Kyle Walker-Peters,43,DEF,Southampton,2,268.1,a,303,0.1,0,241.0,303,10,84,,2,2.43,0,Walker-Peters,96,2,0,20,-2,8.6,True,2.5,0.1,0,46,0.6,0,55779,124,1.9,0.1,1780,102,100.0,0,1.98,89,42,556,16,0.1,0,5,False,0,,166,114,0.1,0.0,2024-12-20T17:00:08.649440Z,0.46,519,172.0,,77.2,335.2,36806,49.44,268,3,121,0,1.01,2020-08-11,0.02,117,20,0,2.33,37,400,100.0,,0.12,0.3
477,Nathan Wood-Gordon,40,DEF,Southampton,0,18.9,a,298,0.01,0,241.0,181,123,368,,0,0.27,0,Wood,92,1,0,122,0,3.2,True,2.51,0.16,0,14,0.6,0,123550,360,1.6,0.2,577,365,,0,0.04,102,117,632,125,0.1,0,2,False,0,,46,73,0.1,0.0,,0.23,1985,14.0,,12.8,93.6,122452,16.07,318,2,175,0,0.94,2024-07-05,0.04,332,6,0,2.18,13,586,,,0.05,1.3
515,Maxwel Cornet,47,MID,Southampton,3,3.5,a,642,0.0,0,54.0,602,204,430,,0,0.16,0,Cornet,271,0,0,218,-3,0.2,True,2.27,0.0,0,4,0.0,0,4366,385,0.5,0.0,71,457,100.0,0,0.00,235,207,325,221,-0.5,0,1,False,0,,12,252,-0.5,0.0,2024-12-21T21:30:08.763721Z,0.16,25,7.0,,2.2,11.6,2364,1.79,504,0,209,0,1.27,2024-08-30,0.2,447,1,0,5.07,1,13,100.0,,0.2,0.0
518,Flynn Downes,47,MID,Southampton,3,228.7,a,351,0.07,1,241.0,538,112,112,,0,1.76,0,Downes,171,2,0,96,-3,6.8,True,2.11,0.13,0,36,0.4,0,10039,188,1.8,0.1,1431,174,100.0,0,1.14,134,93,331,81,-0.1,0,9,False,0,,214,211,-0.1,0.0,2024-12-30T09:30:07.198312Z,0.62,68,109.0,,53.9,199.4,6849,33.60,298,0,214,0,1.07,2024-07-16,0.04,221,17,0,2.26,32,69,100.0,,0.11,0.0
584,Ben Brereton Díaz,48,MID,Southampton,7,63.6,a,653,0.03,0,44.0,398,125,277,,0,1.05,-1,Brereton Díaz,281,0,0,169,-7,2.7,True,2.31,0.0,0,10,0.0,1,81106,216,1.3,0.0,446,345,,0,0.15,175,196,296,170,-0.5,0,1,False,0,,43,139,-0.5,0.0,,0.90,109,81.0,,16.8,21.8,22710,11.43,371,0,195,0,0.81,2024-07-30,0.18,421,4,0,2.02,13,39,,,0.21,0.1
608,Tyler Dibling,45,MID,Southampton,0,248.9,d,80,0.08,2,241.0,122,58,100,,1,3.22,0,Dibling,36,2,0,78,0,10.0,True,2.33,0.15,0,31,3.2,0,502214,88,2.2,0.7,1225,127,75.0,0,1.10,96,100,418,74,2.0,1,6,False,0,,169,41,2.0,0.0,2025-01-16T23:00:08.124193Z,2.12,13123,227.0,Ankle injury - 75% chance of playing,66.7,191.2,735697,31.68,230,4,256,0,1.03,2023-08-07,0.16,233,14,0,2.28,45,3597,75.0,4.0,0.24,2.3
623,Mateus Gonçalo Espanha Fernandes,50,MID,Southampton,0,389.8,a,135,0.13,1,173.0,566,48,47,3.0,2,5.27,0,M.Fernandes,64,4,0,50,0,9.8,True,2.26,0.23,7,33,2.4,0,8903,75,2.5,0.5,1560,75,100.0,0,2.26,82,59,232,38,1.9,0,6,False,0,,267,228,1.9,0.0,2024-12-30T09:30:07.304371Z,3.01,94,258.0,,93.5,286.4,9879,39.20,193,2,147,0,1.04,2024-08-20,0.17,149,18,0,1.9,49,328,100.0,3.0,0.3,0.0
693,Joseph O'Brien-Whitmarsh,45,MID,Southampton,0,0.0,a,613,0.0,0,104.0,704,280,659,,0,0.00,0,O'Brien-Whitmarsh,252,0,0,284,0,0.0,True,0.0,0.0,0,0,0.0,0,511,644,0.0,0.0,0,662,,0,0.00,287,284,446,287,-0.5,0,0,False,0,,0,308,-0.5,0.0,,0.00,23,0.0,,0.0,0.0,697,0.00,669,0,279,0,0.0,2024-08-27,0.0,662,0,0,0.0,0,25,,,0.0,0.0
718,Welington Damascena Santos,40,DEF,Southampton,0,0.0,a,464,0.0,0,30.0,712,187,531,,0,0.00,0,Welington,171,0,0,201,0,0.0,True,0.0,0.0,0,0,0.0,0,51,497,0.0,0.0,0,550,,0,0.00,201,201,658,198,-0.5,0,0,False,0,,0,246,-0.5,0.0,,0.00,16,0.0,,0.0,0.0,131,0.00,558,0,190,0,0.0,2025-01-01,0.0,550,0,0,0.0,0,37,,,0.0,0.0
719,Joachim Kayi-Sanda,40,DEF,Southampton,0,0.0,a,496,0.0,0,73.0,718,217,561,,0,0.00,0,Kayi Sanda,200,0,0,227,0,0.0,True,0.0,0.0,0,0,0.0,0,16,530,0.0,0.0,0,579,,0,0.00,227,227,695,225,-0.5,0,0,False,0,,0,247,-0.5,0.0,,0.00,9,0.0,,0.0,0.0,65,0.00,587,0,224,0,0.0,2025-01-09,0.0,579,0,0,0.0,0,20,,,0.0,0.0
82,Dominic Solanke-Mitchell,75,FWD,Spurs,0,168.4,i,126,0.06,7,241.0,47,7,152,,5,9.51,0,Solanke,17,3,0,10,0,11.1,True,1.69,0.17,0,29,2.6,0,4595042,14,4.6,0.3,1598,44,0.0,0,1.08,9,9,16,18,0.0,1,0,False,0,,325,12,3.1,0.0,2025-01-20T00:30:08.043924Z,8.43,125085,581.0,Knee injury - Expected back 16 Feb,113.6,396.2,2622285,30.07,29,6,6,0,1.01,2024-08-10,0.47,72,18,1,1.63,83,10262,100.0,,0.53,7.6
478,Ashley Phillips,40,DEF,Spurs,0,0.0,u,478,0.0,0,,380,201,544,,0,0.00,0,A.Phillips,184,0,0,212,0,0.0,False,0.0,0.0,0,0,0.0,0,42856,512,0.0,0.0,0,562,0.0,0,0.00,212,212,675,210,0.0,0,0,False,0,,0,134,0.0,0.0,2024-08-26T10:10:07.966773Z,0.00,81,0.0,Loaned to Stoke City,0.0,0.0,8361,0.00,570,0,206,0,0.0,,0.0,562,0,0,0.0,0,0,0.0,,0.0,0.2
479,Brandon Austin,40,GKP,Spurs,0,0.0,a,369,0.0,0,241.0,259,22,506,,0,0.00,0,Austin,28,0,0,37,0,0.2,True,2.53,0.0,0,2,0.2,0,35997,470,1.0,0.0,90,459,,0,0.00,38,37,625,35,0.7,0,0,False,2,,7,41,0.7,2.0,,0.00,617,0.0,,2.0,20.0,36417,2.53,410,0,50,0,1.0,2017-07-22,0.0,425,1,0,2.0,1,311,,,0.0,0.5
480,Rodrigo Bentancur,49,MID,Spurs,1,75.9,d,202,0.06,2,230.0,435,122,261,,0,1.28,0,Bentancur,95,1,0,136,-1,5.5,True,1.28,0.13,0,12,1.6,0,38263,210,2.2,0.3,685,268,50.0,0,0.46,100,114,254,160,1.1,0,5,False,0,,139,156,0.0,0.0,2025-01-09T16:30:08.892612Z,0.82,173,86.0,Head injury - 50% chance of playing,31.2,149.4,20696,9.76,234,1,163,0,1.18,2022-01-31,0.11,263,9,0,1.58,27,18,0.0,,0.17,0.1
481,Lucas Bergvall,44,MID,Spurs,1,93.2,a,241,0.09,0,206.0,205,193,233,,0,0.58,0,Bergvall,118,1,0,159,-1,3.9,True,2.05,0.19,1,10,1.2,0,172972,364,1.1,0.3,462,321,100.0,0,0.46,190,136,532,147,1.7,0,3,False,0,,104,63,1.7,0.0,2024-10-16T12:30:07.550630Z,0.12,3415,13.0,,21.8,112.8,179954,10.51,393,0,318,0,0.78,2024-07-01,0.02,299,4,0,1.95,17,4304,100.0,,0.11,1.0
482,Yves Bissouma,49,MID,Spurs,1,91.1,d,272,0.04,2,132.0,315,163,235,,0,0.75,0,Bissouma,135,2,0,131,-1,7.8,True,1.67,0.19,0,18,1.0,0,92251,303,2.2,0.2,962,259,75.0,0,0.38,101,87,261,148,1.1,1,5,False,0,,192,98,1.1,0.0,2025-01-17T15:00:07.651873Z,0.37,894,32.0,Knock - 75% chance of playing,33.0,204.4,91361,17.85,235,4,168,0,1.03,2022-06-17,0.03,212,11,0,1.68,38,34,75.0,,0.07,0.3
483,Bryan Gil Salvatierra,50,MID,Spurs,0,0.0,u,686,0.0,0,,720,311,706,,0,0.00,0,Bryan,303,0,0,313,0,0.0,False,0.0,0.0,0,0,0.0,0,149,700,0.0,0.0,0,707,0.0,0,0.00,314,313,213,314,0.0,0,0,False,0,,0,320,0.0,0.0,2024-07-31T11:08:25.895794Z,0.00,0,0.0,On loan to Girona for the season,0.0,0.0,0,0.00,709,0,133,0,0.0,,0.0,707,0,0,0.0,0,0,0.0,,0.0,0.0
484,Ben Davies,43,DEF,Spurs,2,7.2,a,379,0.04,0,244.0,413,143,416,,0,0.16,0,Davies,133,1,0,126,-2,2.6,True,1.77,0.25,1,5,0.2,0,25935,405,2.2,0.0,360,377,100.0,0,0.16,72,115,554,143,0.7,0,1,False,0,,57,149,0.5,0.0,2024-12-06T10:30:08.078300Z,0.00,94,4.0,,10.8,95.6,12098,7.09,227,0,120,0,1.0,2014-07-23,0.0,326,4,0,1.25,11,127,75.0,,0.04,0.1
485,Alfie Devine,45,MID,Spurs,0,0.0,u,591,0.0,0,,525,262,639,,0,0.00,0,Devine,233,0,0,266,0,0.0,False,0.0,0.0,0,0,0.0,0,12540,623,0.0,0.0,0,641,0.0,0,0.00,270,266,416,270,0.0,0,0,False,0,,0,203,0.0,0.0,2024-09-10T11:37:22.522366Z,0.00,19,0.0,Loaned to Westerlo,0.0,0.0,4716,0.00,649,0,254,0,0.0,,0.0,641,0,0,0.0,0,0,0.0,,0.0,0.0
